Catalog,Opus,Number,Peters,Date,Ensemble,Label,Issue,Notes
076_1,76,1,2,1988,Carmina Quartet,Bayer,100 046,
076_1,76,1,2,1994,Carmina Quartet,Denon,CO-75970,Recorded in 1993
076_1,76,1,2,2012,Casalquartett,Solo Musica,SM 143,
076_1,76,1,2,2020,Chiaroscuro Quartet,BIS,BIS-2348,
076_1,76,1,2,1968,Danske kvartet,Valois,CMB 6 (MB 777-MB 780),
076_1,76,1,2,2009,Doric String Quartet,Fondazione i Teatri Reggio Emilia,PPB 006,Recorded in 2008
076_1,76,1,2,2009,Doric String Quartet,Wigmore Hall Live,WHLive0032,Recorded in 2009
076_1,76,1,2,2016,Doric String Quartet,Chandos,CHAN 10886(2),Recorded in 2015
076_1,76,1,2,1984,Éder Vonósnégyes,Teldec,6.35643,Re-released in 1988 as Musical Heritage Society MHS 912233(H)
076_1,76,1,2,2012,Endellion String Quartet,Warner Classics,2564 65720-7,
076_1,76,1,2,1998,Festetics Vonósnégyes,Arcana,A 919 (A 97--A 99),Recorded in 1996-97; re-released in 2000 as A 419 and in 2014 as A 378
076_1,76,1,2,1960,Fine Arts Quartet,Vox,SVBX 596,Possibly same recording as Murray Hill S-4366
076_1,76,1,2,1995,Giovane quartetto italiano,Claves,CD 50-9401--CD 50-9402,
076_1,76,1,2,1989,Kodály Vonósnégyes,Naxos,8.550314,Recorded in 1989
076_1,76,1,2,1989,Kuijken String Quartet,Denon,CO-08045--CO-18046,
076_1,76,1,2,2006,Kuss Quartett,Sony,82876892072,
076_1,76,1,2,1967,Leningradskiĭ kvartet im. Taneeva,Melodii︠ a︡,33D-019161--33D-019162,
076_1,76,1,2,2000,Lindsay String Quartet,ASV,CD DCA 1076,Recorded in 1998-99
076_1,76,1,2,2021,London Haydn Quartet,Hyperion,CDA68335,
076_1,76,1,2,1993,Panochkovo kvarteto,Supraphon,11 1408-2,
076_1,76,1,2,1994,Pražákovo kvarteto,Praga Productions,PRD 250 125,Re-released in 1995 as PR 250 069 and in 1998 as PRDX 250 125
076_1,76,1,2,2006,Quatuor Ébène,Mirare,MIR013,
076_1,76,1,2,1994,Quatuor Manfred,Pierre Verany,PV794061,
076_1,76,1,2,2013,Quatuor Modigliani,Mirare,MIR 231,
076_1,76,1,2,2000,Quatuor Mosaïques,Astrée,E 8665,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
076_1,76,1,2,2001,Quatuor Psophos,AFAA,AFAA 007,
076_1,76,1,2,1953,Schneider Quartet,Haydn Society,HSQ-34,Issue number of 3-disc set: HSQ-L; re-released in 2014 as Music & Arts CD-1281
076_1,76,1,2,1988,Takács Quartet,London,421 360-2,Also issued as CMD-16A; re-released in 2004 as Decca 475 6213 (475 6214--475 6215)
076_1,76,1,2,1964,Tátrai Vonósnégyes,Qualiton,(S)LPX 1205,Re-released in 1965 as Hungaroton SLPX 1205--SLPX 1207 and in 1985 as Hungaroton HCD 12812-2-HCD 12813-2
076_1,76,1,2,1971,Tōkyō Gengaku Shijūsōdan,Deutsche Grammophon,2555 005,"Also issued as 3335 169 and 2535 169; re-released in 1981 as CBS 76339, in 1994 as Sony SB2K 53552 (53523--53524) and in 2015 as RCA Red Seal 88875124582"
076_1,76,1,2,1970,Westphal-Quartett,Colosseum,SM 621,
076_1,76,1,2,1957,Wiener Konzerthausquartett,Westminster,XWN 18606,May be re-release of W 9030 and/or WL 5342; re-released in 1991 as Preiser 93109 and in 2016 as Scribendum SC804; possibly a re-release: Preiser 90905--90908
076_2,76,2,2,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released in 1974 as Argo HDNP 57--HDNP 60 and London STS 15333-STS 15336, in 1997 as London 455 261-2, in 1999 as London 466 441-2 and in 2009 as Decca 478 1267"
076_2,76,2,2,1996,Alban Berg Quartett,EMI,7243 5 56166 2 3,Recorded in 1993-94; re-released in 1999 as 7243 5 73739 2 0 and in 2020 as Parlophone 0190295385170
076_2,76,2,2,1991,Alberni String Quartet,Collins Classics,70022,
076_2,76,2,2,1966,Amadeus String Quartet,Deutsche Grammophon,139 191,"Recorded in 1966; re-released in 1967 as 2830 133 and in 1971 as 2734 001 (2541 101--2541 104), in 1982 as 2740 250 (2562 282--2562 295), in 1983 as 410 652-1 GH, in 1987 as 415 867-2 (415 868-2--415 869-2), in 2002 as 289 471 762-2, in the 2000s as 289 471 763-2, in 2009 as 00289 477 8116 and in 2017 as 00289 479 7589"
076_2,76,2,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
076_2,76,2,2,2010,Auryn-Quartett,Tacet,182,
076_2,76,2,2,2008,Buchberger Quartett,Brilliant Classics,93782/101,Re-issued in 2009 as 93934
076_2,76,2,2,1954,Budapest String Quartet,Columbia,ML 4922,"Issue number of 3-disc set: SL-203; re-released as CML 4922, as Odyssey YS 33324, in 1974 as Columbia AML 4922 and in 2006 as United Archives UAR003.2"
076_2,76,2,2,2006,Carducci String Quartet,Carducci Classics,CSQ3940,
076_2,76,2,2,1994,Carmina Quartet,Denon,CO-75970,Recorded in 1993
076_2,76,2,2,2020,Chiaroscuro Quartet,BIS,BIS-2348,
076_2,76,2,2,1976,Cleveland Quartet,RCA,ARL1-1409,Also issued as AGL1-4899
076_2,76,2,2,1979,Concord String Quartet,Turnabout,TVC 37003,Also issued as CT-7003; re-released as Award-Musik AWC 8312 and in 1996 as Vox Box CDX 5149
076_2,76,2,2,1968,Danske kvartet,Valois,CMB 6 (MB 777-MB 780),
076_2,76,2,2,2016,Doric String Quartet,Chandos,CHAN 10886(2),Recorded in 2015
076_2,76,2,2,1984,Éder Vonósnégyes,Teldec,6.35643,"Also issued as 6.43110; re-released in 1985 as 8.43110, in 1988 as Musical Heritage Society MHS 912233(H), in 1992 as Teldec 9031-77602-2 and in 2001 as Apex 0927 40824 2 and as Teldec 8573-89316-2"
076_2,76,2,2,1971,Eidus Quartet,Musical Heritage Society,MHS 1143,
076_2,76,2,2,1927,Elman String Quartet,Victrola,6701--6702,
076_2,76,2,2,2001,Emerson String Quartet,Deutsche Grammophon,289 471 327-2 (289 471 328-2--289 471 330-2),Re-released in 2016 as 00289 479 5982
076_2,76,2,2,1998,Festetics Vonósnégyes,Arcana,A 919 (A 97--A 99),Recorded in 1996-97; re-released in 2000 as A 419 and in 2014 as A 378
076_2,76,2,2,1961,Fine Arts Quartet,Concert Disc,CS-228,Also issued as M 1228; re-released in 1962 as Musicaphon BM 30 SL 1811
076_2,76,2,2,1960,Fine Arts Quartet,Vox,SVBX 596,Possibly same recording as Murray Hill S-4366
076_2,76,2,2,1950,Galimir String Quartet,Period,SPLP 504,
076_2,76,2,2,2005,Gewandhaus-Quartett Leipzig,New Classical Adventures,60148-210,Re-released in 2011 as NCA 60237
076_2,76,2,2,1995,Giovane quartetto italiano,Claves,CD 50-9401--CD 50-9402,
076_2,76,2,2,1996,Hollywood String Quartet,Testament,SBT 1085,
076_2,76,2,2,1964,Janáčkovo kvarteto,London,CS 6385,Also issued as Ace of Diamonds SDD 285; re-released in 1989 as 425 422-2
076_2,76,2,2,2004,Jerusalem Quartet,Harmonia Mundi France,HMC 901823,Re-released in 2008 as HMX 2961823
076_2,76,2,2,1988,Kodály Vonósnégyes,Naxos,8.550129,Re-released in 1989 as Enigma 7 74662-2
076_2,76,2,2,1989,Kodály Vonósnégyes,Naxos,8.550314,Recorded in 1989
076_2,76,2,2,1989,Kuijken String Quartet,Denon,CO-08045--CO-18046,
076_2,76,2,2,1993,Kvartet Leningradskoĭ filarmonii,Czar Classics,2605052,
076_2,76,2,2,2011,Leipziger Streichquartett,MDG Gold,MDG 307 1683-2,
076_2,76,2,2,1935,Lenér Quartet,Columbia,68421-D--68424-D,
076_2,76,2,2,1988,Lindsay String Quartet,ASV,CD DCA 622,Also issued as Musical Heritage Society MHS 512521Y; re-released in 1994 as CD QS 6144 and in 2007 as Sanctuary RSB 407
076_2,76,2,2,2000,Lindsay String Quartet,ASV,CD DCA 1076,
076_2,76,2,2,2021,London Haydn Quartet,Hyperion,CDA68335,
076_2,76,2,2,2011,London String Quartet,Music & Arts,CD-1253,
076_2,76,2,2,1958,Magyar Vonósnégyes,Angel,ANG 45018,
076_2,76,2,2,1950,Magyar Vonósnégyes,Turnabout,TV 34251,Re-released in 1965 as TV 34012S
076_2,76,2,2,1980,Neues Zürcher Quartett,EMI,13C 063-76120,
076_2,76,2,2,1969,Orford String Quartet,CBC,SM-95,Also issued on London as SDD.2156
076_2,76,2,2,1993,Panochkovo kvarteto,Supraphon,11 1408-2,
076_2,76,2,2,1950,Pascal Quartet,Musical Masterpiece Society,MMS 47,
076_2,76,2,2,1983,Philharmonia Quartett Berlin,Denon,OF-7094-ND,Re-released in 1986 as 38C37-7094 and in 1993 as Denon DC-8122
076_2,76,2,2,1994,Pražákovo kvarteto,Praga Productions,PRD 250 125,Re-released in 1995 as PR 250 069 and in 1998 as PRDX 250 125
076_2,76,2,2,1981,Quartett Collegium Aureum,Deutsche Harmonia Mundi,1C 065-99 912,
076_2,76,2,2,1979,Quartetto Esterházy,Telefunken,6.42354,
076_2,76,2,2,1957,Quartetto italiano,Angel,35185,Also issued as ANG 35185
076_2,76,2,2,1965,Quartetto italiano,Philips,7310 577,"Re-released as 6570 577, in 1995 as Arkadia MP 497.1 and in 2015 as Decca 478 8824"
076_2,76,2,2,1930,Quartetto Poltronieri,Columbia,X 15,
076_2,76,2,2,1992,Quatuor Alcan,Musica Viva,MVCD1048,
076_2,76,2,2,1994,Quatuor Manfred,Pierre Verany,PV794061,
076_2,76,2,2,2000,Quatuor Mosaïques,Astrée,E 8665,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
076_2,76,2,2,2013,Ragazze Quartet,Channel Classics,CCS SA 34613,
076_2,76,2,2,1951,Schneider Quartet,Haydn Society,HSQ-34,Issue number of 3-disc set: HSQ-L; re-released in 1957 as HS 9015 and in 2014 as Music & Arts CD-1281
076_2,76,2,2,1994,Sharon Quartet,Discover International,DIDC 920172,
076_2,76,2,2,1996,Škampa Quartet,Supraphon,SU 3156-2 131,
076_2,76,2,2,1999,Sukovo kvarteto,Approche,CAL 6267,Recorded in 1978
076_2,76,2,2,1988,Takács Quartet,London,421 360-2,Also issued as CMD-16A; re-released in 2004 as Decca 475 6213 (475 6214--475 6215)
076_2,76,2,2,1964,Tátrai Vonósnégyes,Qualiton,(S)LPX 1205,Re-released in 1965 as Hungaroton SLPX 1205--SLPX 1207 and in 1985 as Hungaroton HCD 12812-2-HCD 12813-2
076_2,76,2,2,1981,Tōkyō Gengaku Shijūsōdan,CBS,79339,Also issued as M3-35897 and 40-79339; re-released in 1994 as Sony SB2K 53552 (53523--53524) and in 2015 as RCA Red Seal 88875124582
076_2,76,2,2,2002,Van Dingstee Kwartet,Stemra,VDK01-2002,
076_2,76,2,2,1957,Wiener Konzerthausquartett,Westminster,XWN 18606,May be re-release of W 9030 and/or WL 5342; re-released in 2016 as Scribendum SC804
076_2,76,2,2,1996,Wiener Streichquartett,Camerata,25CM-40,
076_2,76,2,2,1960,Zagrebački kvartet,Jugoton,A-105,
076_3,76,3,2,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released in 1974 as Argo HDNP 57--HDNP 60 and London STS 15333-STS 15336, in 1997 as London 455 261-2 and in 2009 as Decca 478 1267"
076_3,76,3,2,1974,Alban Berg Quartett,Telefunken,6.41302 AS (SAT 22550),"Re-released in 1982 as Teldec 4.42876 in 1988 as Teldec 8.44081, in 1992 as Teldec 9031-76998-2, in 1998 as Teldec 3984-21849-2, in 2008 as Warner Classics & Jazz 2564 69606-7 and in 2020 as Parlophone 0190295385170"
076_3,76,3,2,1996,Alban Berg Quartett,EMI,7243 5 56166 2 3,Recorded in 1993-94; re-released in 1999 as 7243 5 73739 2 0 and in 2020 as Parlophone 0190295385170
076_3,76,3,2,2007,Alban Berg Quartett,EMI,3 97629 2,Recorded in 1988
076_3,76,3,2,1991,Alberni String Quartet,Collins Classics,70022,
076_3,76,3,2,1953,Amadeus String Quartet,RCA/His Master's Voice,LHMV 1039,Recorded in 1951; also issued as WHMV 1039
076_3,76,3,2,1964,Amadeus String Quartet,Deutsche Grammophon,LPM 18886,"Recorded in 1963; also issued as SLPM 138 886, 2734 001 (2541 101--2541 104) and 923 054; re-released in 1967 as 2830 133, in 1982 as 2740 250 (2562 282--2562 295), in 1983 as 2543 502, in 1984 as 410 866-1, in 1987 as 415 867-2 (415 868-2--415 869-2), in 1997 as 4530617-2, in 2002 as 289 471 762-2, in the 2000s as 289 471 763-2, in 2009 as 00289 477 8116 and in 2017 as Audite 21.426 and as Deutsche Grammophon 00289 479 7589"
076_3,76,3,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
076_3,76,3,2,2011,Artis-Quartett Wien,Camerata,CMCD-28241,
076_3,76,3,2,2010,Auryn-Quartett,Tacet,182,
076_3,76,3,2,1994,Bartók Vonósnégyes,Collins Classics,EC 3632-2,
076_3,76,3,2,1976,Benthien-Quartett,Audio Fidelity,FCS 50078,
076_3,76,3,2,2008,Buchberger Quartett,Brilliant Classics,93782/101,Re-issued in 2009 as 93934
076_3,76,3,2,1954,Budapest String Quartet,Columbia,ML 4923,"Issue number of 3-disc set: SL-203; re-released as Odyssey YS 33324, in 1974 as Columbia AML 4923, in 1992 as Sony S3K 53088 and in 2006 as United Archives UAR003.2"
076_3,76,3,2,2014,Calidore String Quartet,Colburn School,[no number],
076_3,76,3,2,1976,Carl Pini Quartet,His Master's Voice,SOXLP-7592,
076_3,76,3,2,1994,Carmina Quartet,Denon,CO-75970,Recorded in 1993
076_3,76,3,2,1988,Caspar da Salo Quartett,Digital Concerto,CCT 618,"Re-released in 1988 as Pilz CD 160209, in 1989 as Aurophon AU 31407, in the 1990s as Masters Classic CLS 4033, ZYX Classic CLS 4803 and Pilz 140 209-2, in 1992 as Classic Gallery CGY 003 and Point Productions 2550392, in 1994 as Onyx Classix 66552 and Point Classics 2650392 and in 1999 as Biem/Stemra MM 2016"
076_3,76,3,2,2020,Chiaroscuro Quartet,BIS,BIS-2348,
076_3,76,3,2,1979,Concord String Quartet,Turnabout,TVC 37003,Also issued as CT-7003; re-released as Award-Musik AWC 8312 and in 1996 as Vox Box CDX 5149
076_3,76,3,2,1968,Danske kvartet,Valois,CMB 6 (MB 777-MB 780),
076_3,76,3,2,2016,Doric String Quartet,Chandos,CHAN 10886(2),Recorded in 2015
076_3,76,3,2,1960,Droic-Quartett,Columbia,C 80 545,"Re-released as World Record Club T-4249, as Dacapo 1 C 047-28 968, and in 1970 as Seraphim S-60137"
076_3,76,3,2,1984,Éder Vonósnégyes,Teldec,6.35643,"Also issued as 6.43110; re-released in 1985 as 8.43110, in 1988 as Musical Heritage Society MHS 912233(H), in 1992 as Teldec 9031-77602-2 and in 2001 as Apex 0927 40824 2 and as Teldec 8573-89316-2"
076_3,76,3,2,1989,Emerson String Quartet,Deutsche Grammophon,427 657-2,Re-released in 2016 as 00289 479 5982
076_3,76,3,2,1968,Endres Quartet,Telefunken,6.41313,May be re-release of TW 30058
076_3,76,3,2,1998,Festetics Vonósnégyes,Arcana,A 919 (A 97--A 99),Recorded in 1996-97; re-released in 2000 as A 419 and in 2014 as A 378
076_3,76,3,2,1960,Fine Arts Quartet,Vox,SVBX 596,Possibly same recording as Murray Hill S-4366
076_3,76,3,2,1950,Galimir String Quartet,Period,SPLP 504,
076_3,76,3,2,2005,Gewandhaus-Quartett Leipzig,New Classical Adventures,60148-210,Re-released in 2011 as NCA 60237
076_3,76,3,2,1995,Giovane quartetto italiano,Claves,CD 50-9401--CD 50-9402,
076_3,76,3,2,1987,Joachim Quartett,Thorofon,CTH 2010,
076_3,76,3,2,1988,Kodály Vonósnégyes,Naxos,8.550129,Re-released in 1989 as Enigma 7 74662-2
076_3,76,3,2,1989,Kodály Vonósnégyes,Naxos,8.550314,Recorded in 1989
076_3,76,3,2,1956,Koeckert-Quartett,Deutsche Grammophon,18 326,
076_3,76,3,2,1989,Krauss-Quartett,Deutsche Schallplatten,7 29 237,Re-released in 1998 as Berlin Classics 0093532BC
076_3,76,3,2,1994,Küchl-Quartett,Platz,PLCC-616,
076_3,76,3,2,1989,Kuijken String Quartet,Denon,CO-08045--CO-18046,
076_3,76,3,2,1996,Kumho Asiana String Quartet,Delos,DE 1036,
076_3,76,3,2,1970,Kvarteto města Prahy,Eurodisc,25 945 HK,
076_3,76,3,2,2011,Leipziger Streichquartett,MDG Gold,MDG 307 1683-2,
076_3,76,3,2,1935,Lenér Quartet,Columbia,68421-D--68424-D,May be re-release of MM 246
076_3,76,3,2,1930,Lenér Quartet,Columbia,MM 246,
076_3,76,3,2,1999,Léner Quartet,Rockport,RR5004,Recorded in 1935
076_3,76,3,2,1989,Leontovitch String Quartet,Musical Heritage Society,MHS 522471(K),
076_3,76,3,2,1990,Lindsay String Quartet,ASV,CD DCA 731,"Re-released in 1992 as Musical Heritage Society 513054Y, in 1995 as ASV CD QS 6147, in 1998 as CD DCS 236, in 2003 as Musical Heritage Society 5270415 and in 2007 as Sanctuary RSB 407"
076_3,76,3,2,2000,Lindsay String Quartet,ASV,CD DCA 1076,Recorded in 1998-99
076_3,76,3,2,2021,London Haydn Quartet,Hyperion,CDA68335,
076_3,76,3,2,2011,London String Quartet,Music & Arts,CD-1253,
076_3,76,3,2,1950,Max Kayser Quartett,Imperial,J 60258,
076_3,76,3,2,1976,Melos Quartett Stuttgart,Intercord,180 802,Re-released in 1988 as INT 820.729 and in 1996 as EMI 7243 5 69116 2 8
076_3,76,3,2,1968,Mozarteum Quartett Salzburg,Oryx,EXP 6,May be re-release of Sastruphon SM 007005
076_3,76,3,2,1973,Novákovo kvarteto,Saphir,25 726-1 SB,Re-released in 1978 as Mace 3606
076_3,76,3,2,1960,Paganini Quartet,Kapp,KCL 9045,Also issued as KC 9045-S
076_3,76,3,2,1993,Panochkovo kvarteto,Supraphon,11 1408-2,
076_3,76,3,2,1983,Philharmonia Quartett Berlin,Denon,OF-7094-ND,Re-released in 1986 as 38C37-7094 and in 1993 as Denon DC-8122
076_3,76,3,2,1994,Pražákovo kvarteto,Praga Productions,PRD 250 125,"Re-released in 1995 as PR 250 069, in 1998 as PRDX 250 125 and in 2002 as PRD 250 169"
076_3,76,3,2,1980,Quartett Collegium Aureum,Deutsche Harmonia Mundi,1C 065-99 876,
076_3,76,3,2,1976,Quartetto italiano,Philips,9500 157,"Also issued as 7300 523 and 9500 662; re-released in 1978 as Festival classique FC 482, in 1980 as Quintessence PMC-7170, in 1995 as Arkadia MP 497.1, in 2010 as Pentatone Classics PTC 5186 189 and in 2015 as Decca 478 8824"
076_3,76,3,2,2000,Quatuor Mosaïques,Astrée,E 8665,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
076_3,76,3,2,1939,Quatuor Pro Arte,Victor,M 526,"May be re-release of His Master's Voice D.B.2398--D.B.2404; re-released in 1994 as Testament SBT 3055, in 1998 as Fono Enterprise QT 99-386, in 2002 as Allegro CDO 4013 and in 2017 as Warner Classics 0190295869182"
076_3,76,3,2,1980,Richard Böhm Quartett,TopSound Classic,Top-466,Re-released in 1984 as Classicaphon (Q) 30026 and in 1985 as (Q) 30056
076_3,76,3,2,1995,Rosamunde Quartett München,Berlin Classics,0011272BC,Re-released in 2007 as 0013842BC
076_3,76,3,2,1994,Royal Philharmonic Chamber Ensemble,Tring,TRP028,Re-released in 1999 as Platinum 2862 and in 2000 as Trumpets of Jericho 204428-201
076_3,76,3,2,1973,Saulescokvartetten,Swedish Society Discofil,SLT 33220,
076_3,76,3,2,1951,Schneider Quartet,Haydn Society,HSQ-35,Issue number of 3-disc set: HSQ-L; re-released in 1959 as HS 9058 and in 2014 as Music & Arts CD-1281
076_3,76,3,2,1964,Strauss-Quartett,Telefunken,6.41340,
076_3,76,3,2,1988,Takács Quartet,London,421 360-2,Also issued as CMD-16A; re-released in 2004 as Decca 475 6213 (475 6214--475 6215)
076_3,76,3,2,1964,Tátrai Vonósnégyes,Qualiton,(S)LPX 1206,Re-released in 1965 as Hungaroton SLPX 1205--SLPX 1207 and in 1985 as Hungaroton HCD 12812-2-HCD 12813-2
076_3,76,3,2,1966,Taüch Quartet,Radio Nederland,109 925.I Y--109 926.I Y,Typo? Actually Talichovo kvarteto?
076_3,76,3,2,1981,Tōkyō Gengaku Shijūsōdan,CBS,79339,Also issued as M3-35897 and 40-79339; re-released in 2015 as RCA Red Seal 88875124582
076_3,76,3,2,1981,Varsovia-Streichquartett,Pro Arte,PAD 112,Also issued as PCD-112
076_3,76,3,2,1950,Wiener Konzerthausquartett,Westminster,WL 5323,"Re-released in 1958 as XWN 18607 and as W-9031, and in 2016 as Scribendum SC804"
076_3,76,3,2,1992,Wiener Konzerthausquartett,Preiser,90901--90904,
076_3,76,3,2,2011,Zemlinského kvarteto,Praga Digitals,PRD/DSD 250 287,
076_4,76,4,2,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released in 1974 as Argo HDNP 57--HDNP 60 and London STS 15333-STS 15336, in 1997 as London 455 261-2 and in 2009 as Decca 478 1267"
076_4,76,4,2,1996,Alban Berg Quartett,EMI,7243 5 56166 2 3,Recorded in 1993-94; re-released in 1999 as 7243 5 73739 2 0 and in 2020 as Parlophone 0190295385170
076_4,76,4,2,1998,Alban Berg Quartett,Teldec,3894-21849-2,Re-release of 1974 issue; recorded in 1973-74
076_4,76,4,2,1991,Alberni String Quartet,Collins Classics,70022,
076_4,76,4,2,1991,Alexander String Quartet,Verdi,9123,
076_4,76,4,2,1971,Amadeus String Quartet,Deutsche Grammophon,2734 001 (2541 101--2541 104),"Recorded in 1970; also issued as 2530 089; re-released in 1982 as 2740 250 (2562 282--2562 295), in 1987 as 415 867-2 (415 868-2--415 869-2), in 2002 as 289 471 762-2, in the 2000s as 289 471 763-2, in 2009 as 00289 477 8116 and in 2017 as Audite 21.426 and as Deutsche Grammophon 00289 479 7589"
076_4,76,4,2,1967,Amici Quartet,Astor,[no number],Also released as Pye GGC.4100
076_4,76,4,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
076_4,76,4,2,2010,Auryn-Quartett,Tacet,182,
076_4,76,4,2,1994,Bartók Vonósnégyes,Collins Classics,EC 3632-2,
076_4,76,4,2,1984,Berliner Streichquartett,Denon,OF-7151,
076_4,76,4,2,2009,Buchberger Quartett,Brilliant Classics,93934,
076_4,76,4,2,1949,Budapest String Quartet,Columbia,ML 4216,May be same recording as ML 4923
076_4,76,4,2,1954,Budapest String Quartet,Columbia,ML 4923,"Issue number of 3-disc set: SL-203; re-released as Odyssey YS 33324, in 1974 as Columbia AML 4923 and in 2006 as United Archives UAR003.2"
076_4,76,4,2,1995,Carmina Quartet,Denon,CO-78963,
076_4,76,4,2,2020,Chiaroscuro Quartet,BIS,BIS-2538,
076_4,76,4,2,1968,Danske kvartet,Valois,CMB 6 (MB 777-MB 780),
076_4,76,4,2,2000,Delmé String Quartet,Klavier,KCD 11102,
076_4,76,4,2,2016,Doric String Quartet,Chandos,CHAN 10886(2),Recorded in 2015
076_4,76,4,2,2014,Dover Quartet,Banff Centre,TBC2014001.01,
076_4,76,4,2,1984,Éder Vonósnégyes,Teldec,6.35643,"Also issued as 6.43110; re-released in 1985 as 8.43110, in 1988 as Musical Heritage Society MHS 912233(H), in 1992 as Teldec 9031-77602-2 and in 2001 as Apex 0927 40824 2 and as Teldec 8573-89316-2"
076_4,76,4,2,1971,Eidus Quartet,Musical Heritage Society,MHS 1143,
076_4,76,4,2,1998,Festetics Vonósnégyes,Arcana,A 919 (A 97--A 99),Recorded in 1996-97; re-released in 2000 as A 419 and in 2014 as A 378
076_4,76,4,2,2004,Fine Arts Quartet,Music & Arts,CD-1154,Previously unreleased broadcast recording from 1967-73
076_4,76,4,2,1960,Fine Arts Quartet,Vox,SVBX 596,Possibly same recording as Murray Hill S-4366
076_4,76,4,2,2005,Gewandhaus-Quartett Leipzig,New Classical Adventures,60148-210,Re-released in 2011 as NCA 60237
076_4,76,4,2,1995,Giovane quartetto italiano,Claves,CD 50-9401--CD 50-9402,
076_4,76,4,2,1960,Glinka Kwartet,Melodii︠ a︡,33SM-02101--33SM-02102,
076_4,76,4,2,2000,Jerusalem Quartet,BBC,BBC MM95,
076_4,76,4,2,1988,Kodály Vonósnégyes,Naxos,8.550129,Recorded in 1988; re-released in 1989 as Enigma 7 74662-2
076_4,76,4,2,1991,Kodály Vonósnégyes,Naxos,8.550315,Recorded in 1989
076_4,76,4,2,1994,Küchl-Quartett,Platz,PLCC-616,
076_4,76,4,2,1989,Kuijken String Quartet,Denon,CO-08045--CO-18046,
076_4,76,4,2,1960,Kvarteto města Prahy,Crossroads,22 16 0100,Re-released in 1966 as Supraphon SUA ST 50668
076_4,76,4,2,2011,Leipziger Streichquartett,MDG Gold,MDG 307 1683-2,
076_4,76,4,2,2000,Lindsay String Quartet,ASV,CD DCA 1077,
076_4,76,4,2,2021,London Haydn Quartet,Hyperion,CDA68335,
076_4,76,4,2,1976,Melos Quartett Stuttgart,Intercord,180 802,Re-released in 1988 as INT 820.729 and in 1996 as EMI 7243 5 69116 2 8
076_4,76,4,2,1983,Neues Zürcher Quartett,Ex Libris,EL 16937,Also issued as CD 6001
076_4,76,4,2,1982,Orlando Quartet,Philips,410 053-2,"Also issued as 6514 204, 7337 204 and 410 053-2"
076_4,76,4,2,1989,Panochkovo kvarteto,Nippon Columbia,CO-4245,Re-released in 1990 as Supraphon 11 0362-2
076_4,76,4,2,1998,Pražákovo kvarteto,Praga Digitals,PRD 250 070,
076_4,76,4,2,1981,Quartett Collegium Aureum,Deutsche Harmonia Mundi,1C 065-99 912,
076_4,76,4,2,1976,Quartetto italiano,Philips,9500 157,Also issued as 7300 523; re-released in 2010 as Pentatone Classics PTC 5186 189 and in 2015 as Decca 478 8824
076_4,76,4,2,1950,Quartetto italiano,Angel,35297,Also issued as ANG 35297
076_4,76,4,2,1997,Quatuor Arthur-LeBlanc,Fonovox,VOX 7931-2,
076_4,76,4,2,1994,Quatuor Manfred,Pierre Verany,PV794061,
076_4,76,4,2,2008,Quatuor Modigliani,Mirare,MIR 065,
076_4,76,4,2,2000,Quatuor Mosaïques,Astrée,E 8665,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
076_4,76,4,2,1939,Quatuor Pro Arte,Victor,M 595,"Re-released in 1994 as Testament SBT 3055, in 1998 as Fono Enterprise QT 99-386, in 2002 as Allegro CDO 4013 and in 2017 as Warner Classics 0190295869182"
076_4,76,4,2,1951,Schneider Quartet,Haydn Society,HSQ-35,Issue number of 3-disc set: HSQ-L; re-released in 1959 as HS 9058 and in 2014 as Music & Arts CD-1281
076_4,76,4,2,2017,Schumann Quartet (2007- ),Berlin Classics,0300836BC,
076_4,76,4,2,1989,Takács Quartet,London,425 467-2,Re-released in 2004 as Decca 475 6213 (475 6214--475 6215)
076_4,76,4,2,1964,Tátrai Vonósnégyes,Qualiton,(S)LPX 1206,Re-released in 1965 as Hungaroton SLPX 1205--SLPX 1207 and in 1985 as Hungaroton HCD 12812-2-HCD 12813-2
076_4,76,4,2,1981,Tōkyō Gengaku Shijūsōdan,CBS,79339,Also issued as M3-35897 and 40-79339; re-released in 1994 as Sony SB2K 53552 (53523--53524) and in 2015 as RCA Red Seal 88875124582
076_4,76,4,2,1950,Wiener Konzerthausquartett,Westminster,WL 5323,"Re-released in 1958 as XWN 18607 and as W-9031, and in 2016 as Scribendum SC804; possibly a re-release: Preiser 90909-90912"
